Wavelength (nm),Energy (eV),e1,e2,n,k
981.104492,1.263882,13.228255,0,3.637067,0
982.664734,1.261875,13.222403,0,3.636262,0
984.224915,1.259875,13.216587,0,3.635462,0
985.784851,1.257881,13.210809,0,3.634668,0
987.344727,1.255894,13.205067,0,3.633878,0
988.904297,1.253913,13.199361,0,3.633092,0
990.463745,1.251939,13.193691,0,3.632312,0
992.023132,1.249971,13.188058,0,3.631536,0
993.582336,1.248009,13.18246,0,3.630766,0
995.141296,1.246054,13.176896,0,3.629999,0
996.700073,1.244105,13.171368,0,3.629238,0
998.258667,1.242163,13.165874,0,3.628481,0
999.8172,1.240227,13.160415,0,3.627728,0
1013.247437,1.223788,13.114713,0,3.621424,0
1016.613953,1.219735,13.103623,0,3.619893,0
1019.981628,1.215708,13.09267,0,3.61838,0
1023.350586,1.211706,13.081854,0,3.616884,0
1026.720581,1.207729,13.071169,0,3.615407,0
1030.091797,1.203776,13.060616,0,3.613947,0
1033.464111,1.199848,13.050189,0,3.612504,0
1036.837646,1.195944,13.039889,0,3.611079,0
1040.21228,1.192064,13.029714,0,3.609669,0
1043.588135,1.188208,13.01966,0,3.608277,0
1046.964966,1.184376,13.009726,0,3.6069,0
1050.342896,1.180567,12.999909,0,3.605539,0
1053.721924,1.176781,12.99021,0,3.604193,0
1057.102051,1.173018,12.980622,0,3.602863,0
1060.483154,1.169278,12.971148,0,3.601548,0
1063.865479,1.165561,12.961784,0,3.600248,0
1067.248779,1.161866,12.952528,0,3.598962,0
1070.633057,1.158193,12.943379,0,3.597691,0
1074.018555,1.154542,12.934336,0,3.596434,0
1077.405029,1.150914,12.925395,0,3.595191,0
1080.792358,1.147306,12.916556,0,3.593961,0
1084.180908,1.143721,12.907817,0,3.592745,0
1087.570313,1.140156,12.899177,0,3.591542,0
1090.960693,1.136613,12.890634,0,3.590353,0
1094.352173,1.13309,12.882186,0,3.589176,0
1097.744507,1.129589,12.873832,0,3.588012,0
1101.137939,1.126108,12.86557,0,3.586861,0
1104.532104,1.122647,12.8574,0,3.585722,0
1107.927368,1.119207,12.84932,0,3.584595,0
1111.323486,1.115787,12.841328,0,3.58348,0
1114.720581,1.112386,12.833424,0,3.582377,0
1118.118652,1.109006,12.825604,0,3.581285,0
1121.517578,1.105645,12.817869,0,3.580205,0
1124.917358,1.102303,12.810218,0,3.579136,0
1128.318115,1.098981,12.802649,0,3.578079,0
1131.719604,1.095678,12.79516,0,3.577032,0
1135.12207,1.092394,12.787751,0,3.575996,0
1138.525391,1.089128,12.78042,0,3.574971,0
1141.929443,1.085881,12.773168,0,3.573957,0
1145.334473,1.082653,12.76599,0,3.572953,0
1148.740356,1.079443,12.758888,0,3.571959,0
1152.146973,1.076252,12.751861,0,3.570975,0
1155.554443,1.073078,12.744905,0,3.570001,0
1158.962646,1.069922,12.738022,0,3.569036,0
1162.371826,1.066784,12.73121,0,3.568082,0
1165.781616,1.063664,12.724467,0,3.567137,0
1169.192139,1.060561,12.717794,0,3.566202,0
1172.603638,1.057476,12.711189,0,3.565275,0
1176.015747,1.054408,12.704651,0,3.564358,0
1179.428589,1.051357,12.698178,0,3.56345,0
1182.842163,1.048322,12.691772,0,3.562551,0
1186.256592,1.045305,12.68543,0,3.561661,0
1189.671631,1.042304,12.67915,0,3.560779,0
1193.087402,1.03932,12.672934,0,3.559906,0
1196.503906,1.036353,12.666778,0,3.559042,0
1199.921143,1.033401,12.660684,0,3.558186,0
1203.338989,1.030466,12.65465,0,3.557338,0
1206.757568,1.027547,12.648675,0,3.556498,0
1210.176636,1.024644,12.642758,0,3.555666,0
1213.596558,1.021756,12.6369,0,3.554842,0
1217.016968,1.018885,12.631099,0,3.554026,0
1220.438232,1.016029,12.625353,0,3.553217,0
1223.859985,1.013188,12.619662,0,3.552417,0
1227.282349,1.010363,12.614027,0,3.551623,0
1230.705322,1.007552,12.608446,0,3.550837,0
1234.128906,1.004757,12.602918,0,3.550059,0
1237.552979,1.001977,12.597443,0,3.549288,0
1240.977783,0.999212,12.592019,0,3.548523,0
1244.403076,0.996462,12.586647,0,3.547766,0
1247.828979,0.993726,12.581326,0,3.547016,0
1251.255493,0.991005,12.576054,0,3.546273,0
1254.682373,0.988298,12.570831,0,3.545537,0
1258.109985,0.985605,12.565658,0,3.544807,0
1261.537964,0.982927,12.560533,0,3.544084,0
1264.966553,0.980263,12.555454,0,3.543368,0
1268.39563,0.977613,12.550424,0,3.542658,0
1271.825195,0.974977,12.545439,0,3.541954,0
1275.255249,0.972354,12.5405,0,3.541257,0
1278.685791,0.969746,12.535605,0,3.540566,0
1282.116821,0.967151,12.530757,0,3.539881,0
1285.548218,0.964569,12.525951,0,3.539202,0
1288.980225,0.962001,12.521191,0,3.538529,0
1292.412476,0.959446,12.516472,0,3.537863,0
1295.845337,0.956904,12.511796,0,3.537202,0
1299.278564,0.954376,12.507162,0,3.536546,0
1302.712158,0.95186,12.502569,0,3.535897,0
1306.14624,0.949358,12.498017,0,3.535254,0
1309.580566,0.946868,12.493506,0,3.534616,0
1313.015381,0.944391,12.489036,0,3.533983,0
1316.450562,0.941927,12.484604,0,3.533356,0
1319.886108,0.939475,12.480211,0,3.532734,0
1323.322021,0.937036,12.475858,0,3.532118,0
1326.758301,0.934609,12.471541,0,3.531507,0
1330.194824,0.932194,12.467264,0,3.530901,0
1333.631836,0.929792,12.463023,0,3.530301,0
1337.069092,0.927402,12.458818,0,3.529705,0
1340.506592,0.925023,12.454651,0,3.529115,0
1343.944458,0.922657,12.45052,0,3.528529,0
1347.382568,0.920303,12.446424,0,3.527949,0
1350.821045,0.91796,12.442363,0,3.527373,0
1354.259766,0.915629,12.438336,0,3.526803,0
1357.69873,0.91331,12.434344,0,3.526237,0
1361.137939,0.911002,12.430387,0,3.525675,0
1364.577393,0.908706,12.426462,0,3.525119,0
1368.017212,0.906421,12.422571,0,3.524567,0
1371.457153,0.904148,12.418713,0,3.524019,0
1374.897217,0.901886,12.414887,0,3.523477,0
1378.337646,0.899634,12.411094,0,3.522938,0
1381.778198,0.897394,12.407331,0,3.522404,0
1385.218994,0.895165,12.403601,0,3.521875,0
1388.659912,0.892947,12.399901,0,3.521349,0
1392.101074,0.89074,12.396232,0,3.520828,0
1395.542236,0.888543,12.392593,0,3.520312,0
1398.983765,0.886358,12.388985,0,3.519799,0
1402.425293,0.884183,12.385406,0,3.51929,0
1405.867065,0.882018,12.381856,0,3.518786,0
1409.308838,0.879864,12.378336,0,3.518286,0
1412.750854,0.87772,12.374844,0,3.51779,0
1416.192871,0.875587,12.371381,0,3.517297,0
1419.63501,0.873464,12.367945,0,3.516809,0
1423.077393,0.871351,12.364537,0,3.516325,0
1426.519653,0.869248,12.361157,0,3.515844,0
1429.962036,0.867156,12.357804,0,3.515367,0
1433.404541,0.865073,12.354479,0,3.514894,0
1436.846924,0.863001,12.351179,0,3.514425,0
1440.289551,0.860938,12.347906,0,3.513959,0
1443.732178,0.858885,12.34466,0,3.513497,0
1447.174805,0.856842,12.341438,0,3.513038,0
1450.617432,0.854808,12.338243,0,3.512583,0
1454.060059,0.852785,12.335073,0,3.512132,0
1457.502686,0.85077,12.331927,0,3.511684,0
1460.945313,0.848765,12.328807,0,3.51124,0
1464.387939,0.84677,12.32571,0,3.510799,0
1467.830444,0.844784,12.322639,0,3.510362,0
1471.272949,0.842808,12.319591,0,3.509928,0
1474.715454,0.84084,12.316566,0,3.509496,0
1478.157837,0.838882,12.313565,0,3.509069,0
1481.60022,0.836933,12.310588,0,3.508645,0
1485.04248,0.834993,12.307633,0,3.508224,0
1488.484619,0.833062,12.304701,0,3.507806,0
1491.926636,0.83114,12.301792,0,3.507391,0
1495.368652,0.829227,12.298905,0,3.506979,0
1498.810547,0.827323,12.296041,0,3.506571,0
1502.252197,0.825427,12.293197,0,3.506166,0
1505.693848,0.823541,12.290376,0,3.505763,0
1509.135376,0.821663,12.287576,0,3.505364,0
1512.57666,0.819793,12.284797,0,3.504967,0
1516.017822,0.817932,12.282039,0,3.504574,0
1519.45874,0.81608,12.279302,0,3.504184,0
1522.899536,0.814236,12.276586,0,3.503796,0
1526.340088,0.812401,12.273889,0,3.503411,0
1529.780518,0.810574,12.271213,0,3.503029,0
1533.220703,0.808755,12.268557,0,3.50265,0
1536.660767,0.806945,12.265921,0,3.502274,0
1540.100464,0.805142,12.263304,0,3.5019,0
1543.539917,0.803348,12.260707,0,3.501529,0
1546.979248,0.801562,12.258129,0,3.501161,0
1550.418213,0.799784,12.255569,0,3.500796,0
1553.857056,0.798014,12.25303,0,3.500433,0
1557.295532,0.796252,12.250507,0,3.500072,0
1560.733643,0.794498,12.248005,0,3.499715,0
1564.171631,0.792752,12.24552,0,3.49936,0
1567.609131,0.791013,12.243053,0,3.499007,0
1571.046509,0.789283,12.240604,0,3.498657,0
1574.483521,0.78756,12.238173,0,3.49831,0
1577.920166,0.785845,12.23576,0,3.497965,0
1581.356445,0.784137,12.233363,0,3.497622,0
1584.792358,0.782437,12.230985,0,3.497283,0
1588.227905,0.780744,12.228623,0,3.496945,0
1591.663208,0.779059,12.226278,0,3.496609,0
1595.098022,0.777382,12.22395,0,3.496277,0
1598.532471,0.775711,12.221639,0,3.495946,0
1601.966553,0.774049,12.219344,0,3.495618,0
1605.400269,0.772393,12.217066,0,3.495292,0
1608.833618,0.770745,12.214804,0,3.494968,0
1612.266357,0.769104,12.212557,0,3.494647,0
1615.698853,0.76747,12.210326,0,3.494328,0
1619.130859,0.765843,12.208112,0,3.494011,0
1622.562378,0.764223,12.205913,0,3.493696,0
1625.993408,0.762611,12.203729,0,3.493383,0
1629.424072,0.761005,12.20156,0,3.493073,0
1632.854248,0.759406,12.199407,0,3.492765,0
1636.283813,0.757815,12.197268,0,3.492459,0
1639.712891,0.75623,12.195145,0,3.492155,0
1643.141602,0.754652,12.193036,0,3.491853,0
1646.569702,0.753081,12.190942,0,3.491553,0
1649.997314,0.751516,12.188862,0,3.491255,0
1653.424438,0.749959,12.186796,0,3.490959,0
1656.850952,0.748408,12.184745,0,3.490665,0
1660.276978,0.746863,12.182708,0,3.490374,0
1663.702393,0.745326,12.180685,0,3.490084,0
1667.127197,0.743795,12.178676,0,3.489796,0
1670.551392,0.74227,12.17668,0,3.48951,0
1673.974976,0.740752,12.174698,0,3.489226,0
1677.398071,0.73924,12.172729,0,3.488944,0
1680.820557,0.737735,12.170774,0,3.488664,0
1684.242432,0.736236,12.168832,0,3.488385,0
1687.663696,0.734744,12.166903,0,3.488109,0
