Wavelength (nm),Energy (eV),e1,e2,n,k
981.104492,1.263882,14.883654,0,3.857934,0
982.664734,1.261875,14.877621,0,3.857152,0
984.224915,1.259875,14.871625,0,3.856375,0
985.784851,1.257881,14.865668,0,3.855602,0
987.344727,1.255894,14.859748,0,3.854834,0
988.904297,1.253913,14.853866,0,3.854071,0
990.463745,1.251939,14.84802,0,3.853313,0
992.023132,1.249971,14.84221,0,3.852559,0
993.582336,1.248009,14.836436,0,3.85181,0
995.141296,1.246054,14.830698,0,3.851065,0
996.700073,1.244105,14.824997,0,3.850324,0
998.258667,1.242163,14.81933,0,3.849588,0
999.8172,1.240227,14.813698,0,3.848857,0
1013.247437,1.223788,14.766541,0,3.842726,0
1016.613953,1.219735,14.755095,0,3.841236,0
1019.981628,1.215708,14.743789,0,3.839764,0
1023.350586,1.211706,14.732621,0,3.83831,0
1026.720581,1.207729,14.721589,0,3.836872,0
1030.091797,1.203776,14.71069,0,3.835452,0
1033.464111,1.199848,14.699923,0,3.834048,0
1036.837646,1.195944,14.689283,0,3.83266,0
1040.21228,1.192064,14.678772,0,3.831289,0
1043.588135,1.188208,14.668384,0,3.829933,0
1046.964966,1.184376,14.658119,0,3.828592,0
1050.342896,1.180567,14.647975,0,3.827267,0
1053.721924,1.176781,14.63795,0,3.825957,0
1057.102051,1.173018,14.62804,0,3.824662,0
1060.483154,1.169278,14.618246,0,3.823381,0
1063.865479,1.165561,14.608565,0,3.822115,0
1067.248779,1.161866,14.598994,0,3.820863,0
1070.633057,1.158193,14.589534,0,3.819625,0
1074.018555,1.154542,14.58018,0,3.8184,0
1077.405029,1.150914,14.570932,0,3.817189,0
1080.792358,1.147306,14.56179,0,3.815991,0
1084.180908,1.143721,14.552749,0,3.814806,0
1087.570313,1.140156,14.543809,0,3.813635,0
1090.960693,1.136613,14.534969,0,3.812475,0
1094.352173,1.13309,14.526227,0,3.811329,0
1097.744507,1.129589,14.517581,0,3.810194,0
1101.137939,1.126108,14.50903,0,3.809072,0
1104.532104,1.122647,14.500572,0,3.807962,0
1107.927368,1.119207,14.492208,0,3.806863,0
1111.323486,1.115787,14.483932,0,3.805776,0
1114.720581,1.112386,14.475748,0,3.804701,0
1118.118652,1.109006,14.46765,0,3.803637,0
1121.517578,1.105645,14.45964,0,3.802583,0
1124.917358,1.102303,14.451715,0,3.801541,0
1128.318115,1.098981,14.443874,0,3.80051,0
1131.719604,1.095678,14.436116,0,3.799489,0
1135.12207,1.092394,14.42844,0,3.798479,0
1138.525391,1.089128,14.420845,0,3.797479,0
1141.929443,1.085881,14.413329,0,3.796489,0
1145.334473,1.082653,14.405891,0,3.795509,0
1148.740356,1.079443,14.398531,0,3.79454,0
1152.146973,1.076252,14.391247,0,3.79358,0
1155.554443,1.073078,14.384037,0,3.792629,0
1158.962646,1.069922,14.376902,0,3.791688,0
1162.371826,1.066784,14.369839,0,3.790757,0
1165.781616,1.063664,14.362848,0,3.789835,0
1169.192139,1.060561,14.355928,0,3.788922,0
1172.603638,1.057476,14.349079,0,3.788018,0
1176.015747,1.054408,14.342299,0,3.787123,0
1179.428589,1.051357,14.335586,0,3.786236,0
1182.842163,1.048322,14.328939,0,3.785359,0
1186.256592,1.045305,14.32236,0,3.784489,0
1189.671631,1.042304,14.315846,0,3.783629,0
1193.087402,1.03932,14.309397,0,3.782776,0
1196.503906,1.036353,14.30301,0,3.781932,0
1199.921143,1.033401,14.296686,0,3.781096,0
1203.338989,1.030466,14.290424,0,3.780268,0
1206.757568,1.027547,14.284224,0,3.779448,0
1210.176636,1.024644,14.278084,0,3.778635,0
1213.596558,1.021756,14.272002,0,3.77783,0
1217.016968,1.018885,14.26598,0,3.777033,0
1220.438232,1.016029,14.260015,0,3.776243,0
1223.859985,1.013188,14.254108,0,3.775461,0
1227.282349,1.010363,14.248257,0,3.774686,0
1230.705322,1.007552,14.242462,0,3.773919,0
1234.128906,1.004757,14.236721,0,3.773158,0
1237.552979,1.001977,14.231035,0,3.772404,0
1240.977783,0.999212,14.225403,0,3.771658,0
1244.403076,0.996462,14.219823,0,3.770918,0
1247.828979,0.993726,14.214295,0,3.770185,0
1251.255493,0.991005,14.20882,0,3.769459,0
1254.682373,0.988298,14.203395,0,3.768739,0
1258.109985,0.985605,14.19802,0,3.768026,0
1261.537964,0.982927,14.192695,0,3.767319,0
1264.966553,0.980263,14.187419,0,3.766619,0
1268.39563,0.977613,14.182192,0,3.765925,0
1271.825195,0.974977,14.177011,0,3.765237,0
1275.255249,0.972354,14.171879,0,3.764556,0
1278.685791,0.969746,14.166793,0,3.76388,0
1282.116821,0.967151,14.161753,0,3.763211,0
1285.548218,0.964569,14.156758,0,3.762547,0
1288.980225,0.962001,14.151809,0,3.761889,0
1292.412476,0.959446,14.146904,0,3.761237,0
1295.845337,0.956904,14.142043,0,3.760591,0
1299.278564,0.954376,14.137225,0,3.75995,0
1302.712158,0.95186,14.13245,0,3.759315,0
1306.14624,0.949358,14.127718,0,3.758686,0
1309.580566,0.946868,14.123027,0,3.758062,0
1313.015381,0.944391,14.118378,0,3.757443,0
1316.450562,0.941927,14.113769,0,3.75683,0
1319.886108,0.939475,14.1092,0,3.756222,0
1323.322021,0.937036,14.104672,0,3.755619,0
1326.758301,0.934609,14.100183,0,3.755021,0
1330.194824,0.932194,14.095734,0,3.754429,0
1333.631836,0.929792,14.091322,0,3.753841,0
1337.069092,0.927402,14.086949,0,3.753258,0
1340.506592,0.925023,14.082613,0,3.752681,0
1343.944458,0.922657,14.078315,0,3.752108,0
1347.382568,0.920303,14.074053,0,3.75154,0
1350.821045,0.91796,14.069828,0,3.750977,0
1354.259766,0.915629,14.065639,0,3.750418,0
1357.69873,0.91331,14.061484,0,3.749865,0
1361.137939,0.911002,14.057365,0,3.749315,0
1364.577393,0.908706,14.053281,0,3.748771,0
1368.017212,0.906421,14.049232,0,3.74823,0
1371.457153,0.904148,14.045216,0,3.747695,0
1374.897217,0.901886,14.041234,0,3.747163,0
1378.337646,0.899634,14.037285,0,3.746636,0
1381.778198,0.897394,14.033368,0,3.746114,0
1385.218994,0.895165,14.029485,0,3.745595,0
1388.659912,0.892947,14.025633,0,3.745081,0
1392.101074,0.89074,14.021813,0,3.744571,0
1395.542236,0.888543,14.018025,0,3.744065,0
1398.983765,0.886358,14.014268,0,3.743563,0
1402.425293,0.884183,14.010541,0,3.743066,0
1405.867065,0.882018,14.006845,0,3.742572,0
1409.308838,0.879864,14.003179,0,3.742082,0
1412.750854,0.87772,13.999542,0,3.741596,0
1416.192871,0.875587,13.995935,0,3.741114,0
1419.63501,0.873464,13.992357,0,3.740636,0
1423.077393,0.871351,13.988809,0,3.740162,0
1426.519653,0.869248,13.985288,0,3.739691,0
1429.962036,0.867156,13.981795,0,3.739224,0
1433.404541,0.865073,13.978331,0,3.738761,0
1436.846924,0.863001,13.974895,0,3.738301,0
1440.289551,0.860938,13.971484,0,3.737845,0
1443.732178,0.858885,13.968102,0,3.737392,0
1447.174805,0.856842,13.964746,0,3.736943,0
1450.617432,0.854808,13.961416,0,3.736498,0
1454.060059,0.852785,13.958114,0,3.736056,0
1457.502686,0.85077,13.954836,0,3.735617,0
1460.945313,0.848765,13.951584,0,3.735182,0
1464.387939,0.84677,13.948358,0,3.73475,0
1467.830444,0.844784,13.945156,0,3.734321,0
1471.272949,0.842808,13.94198,0,3.733896,0
1474.715454,0.84084,13.938828,0,3.733474,0
1478.157837,0.838882,13.935701,0,3.733055,0
1481.60022,0.836933,13.932597,0,3.73264,0
1485.04248,0.834993,13.929518,0,3.732227,0
1488.484619,0.833062,13.926462,0,3.731817,0
1491.926636,0.83114,13.923429,0,3.731411,0
1495.368652,0.829227,13.92042,0,3.731008,0
1498.810547,0.827323,13.917434,0,3.730608,0
1502.252197,0.825427,13.91447,0,3.73021,0
1505.693848,0.823541,13.911529,0,3.729816,0
1509.135376,0.821663,13.908609,0,3.729425,0
1512.57666,0.819793,13.905712,0,3.729036,0
1516.017822,0.817932,13.902837,0,3.728651,0
1519.45874,0.81608,13.899982,0,3.728268,0
1522.899536,0.814236,13.89715,0,3.727888,0
1526.340088,0.812401,13.894339,0,3.727511,0
1529.780518,0.810574,13.891548,0,3.727137,0
1533.220703,0.808755,13.888779,0,3.726765,0
1536.660767,0.806945,13.886029,0,3.726396,0
1540.100464,0.805142,13.8833,0,3.72603,0
1543.539917,0.803348,13.880591,0,3.725667,0
1546.979248,0.801562,13.877903,0,3.725306,0
1550.418213,0.799784,13.875234,0,3.724947,0
1553.857056,0.798014,13.872584,0,3.724592,0
1557.295532,0.796252,13.869954,0,3.724239,0
1560.733643,0.794498,13.867343,0,3.723888,0
1564.171631,0.792752,13.864751,0,3.72354,0
1567.609131,0.791013,13.862178,0,3.723195,0
1571.046509,0.789283,13.859623,0,3.722852,0
1574.483521,0.78756,13.857087,0,3.722511,0
1577.920166,0.785845,13.854569,0,3.722172,0
1581.356445,0.784137,13.852069,0,3.721837,0
1584.792358,0.782437,13.849587,0,3.721503,0
1588.227905,0.780744,13.847123,0,3.721172,0
1591.663208,0.779059,13.844677,0,3.720844,0
1595.098022,0.777382,13.842248,0,3.720517,0
1598.532471,0.775711,13.839836,0,3.720193,0
1601.966553,0.774049,13.837441,0,3.719871,0
1605.400269,0.772393,13.835064,0,3.719552,0
1608.833618,0.770745,13.832703,0,3.719234,0
1612.266357,0.769104,13.830359,0,3.718919,0
1615.698853,0.76747,13.828031,0,3.718606,0
1619.130859,0.765843,13.825719,0,3.718295,0
1622.562378,0.764223,13.823424,0,3.717987,0
1625.993408,0.762611,13.821145,0,3.71768,0
1629.424072,0.761005,13.818881,0,3.717376,0
1632.854248,0.759406,13.816634,0,3.717073,0
1636.283813,0.757815,13.814402,0,3.716773,0
1639.712891,0.75623,13.812185,0,3.716475,0
1643.141602,0.754652,13.809984,0,3.716179,0
1646.569702,0.753081,13.807798,0,3.715884,0
1649.997314,0.751516,13.805627,0,3.715592,0
1653.424438,0.749959,13.803471,0,3.715302,0
1656.850952,0.748408,13.80133,0,3.715014,0
1660.276978,0.746863,13.799203,0,3.714728,0
1663.702393,0.745326,13.797091,0,3.714443,0
1667.127197,0.743795,13.794993,0,3.714161,0
1670.551392,0.74227,13.79291,0,3.713881,0
1673.974976,0.740752,13.79084,0,3.713602,0
1677.398071,0.73924,13.788785,0,3.713325,0
1680.820557,0.737735,13.786743,0,3.71305,0
1684.242432,0.736236,13.784716,0,3.712777,0
1687.663696,0.734744,13.782701,0,3.712506,0
