Energy (eV),Wavelength (nm),e1,e2,n,k
2.009225,617.153259,11.710163,0.747602,3.423753,0.109179
2.004072,618.740295,11.682408,0.727291,3.419608,0.106341
1.998945,620.327271,11.654787,0.707383,3.415481,0.103555
1.993844,621.914185,11.627303,0.687873,3.411373,0.100821
1.98877,623.501099,11.599958,0.668756,3.407285,0.098136
1.983721,625.08783,11.572754,0.650027,3.403215,0.095502
1.978698,626.674561,11.545692,0.631679,3.399166,0.092917
1.973701,628.261169,11.518776,0.613707,3.395135,0.09038
1.96873,629.847778,11.492003,0.596106,3.391125,0.087892
1.963783,631.434204,11.465379,0.57887,3.387135,0.085451
1.958862,633.02063,11.438903,0.561994,3.383164,0.083057
1.953965,634.606995,11.412577,0.545473,3.379215,0.08071
1.949093,636.193237,11.386401,0.529301,3.375285,0.078408
1.944246,637.779419,11.360379,0.513474,3.371376,0.076152
1.939422,639.365601,11.33451,0.497986,3.367488,0.07394
1.934623,640.95166,11.308795,0.482832,3.363621,0.071773
1.929848,642.537659,11.283237,0.468008,3.359775,0.069649
1.925097,644.123535,11.257835,0.453508,3.35595,0.067568
1.920369,645.709351,11.232592,0.439328,3.352146,0.065529
1.915664,647.295105,11.207507,0.425463,3.348364,0.063533
1.910983,648.880737,11.182583,0.411909,3.344604,0.061578
1.906325,650.46637,11.157818,0.398659,3.340865,0.059664
1.901689,652.05188,11.133215,0.38571,3.337148,0.05779
1.897076,653.637329,11.108773,0.373058,3.333452,0.055957
1.892486,655.222717,11.084496,0.360697,3.329779,0.054162
1.887918,656.807983,11.06038,0.348624,3.326128,0.052407
1.883373,658.393188,11.036429,0.336833,3.322499,0.05069
1.87885,659.978333,11.012643,0.325321,3.318892,0.04901
1.874348,661.563354,10.989021,0.314082,3.315308,0.047369
1.869868,663.148315,10.965566,0.303114,3.311746,0.045763
1.86541,664.733276,10.942276,0.292411,3.308206,0.044195
1.860973,666.318054,10.919153,0.28197,3.30469,0.042662
1.856558,667.902771,10.896196,0.271786,3.301195,0.041165
1.852163,669.487427,10.873407,0.261855,3.297724,0.039702
1.84779,671.07196,10.850786,0.252174,3.294276,0.038275
1.843437,672.656433,10.828332,0.242738,3.29085,0.036881
1.839105,674.240845,10.806046,0.233542,3.287447,0.03552
1.834794,675.825195,10.783927,0.224585,3.284067,0.034193
1.830503,677.409424,10.761978,0.215861,3.28071,0.032899
1.826232,678.99353,10.740197,0.207367,3.277377,0.031636
1.821982,680.577637,10.718584,0.199099,3.274066,0.030405
1.817751,682.16156,10.697141,0.191053,3.270779,0.029206
1.81354,683.745483,10.675865,0.183226,3.267514,0.028038
1.809349,685.329285,10.654758,0.175614,3.264274,0.026899
1.805178,686.913025,10.633821,0.168214,3.261056,0.025791
1.801026,688.496643,10.613052,0.161022,3.257862,0.024713
1.796893,690.0802,10.592452,0.154034,3.254691,0.023663
1.792779,691.663696,10.572021,0.147248,3.251543,0.022643
1.788684,693.247009,10.551758,0.140659,3.248419,0.02165
1.784608,694.830322,10.531663,0.134265,3.245318,0.020686
1.780551,696.413513,10.511736,0.128061,3.242241,0.019749
1.776513,697.996643,10.491979,0.122046,3.239187,0.018839
1.772493,699.579651,10.472388,0.116215,3.236157,0.017956
1.768492,701.162537,10.452966,0.110566,3.23315,0.017099
1.764508,702.745422,10.433711,0.105095,3.230166,0.016268
1.760543,704.328125,10.414624,0.099799,3.227207,0.015462
1.756596,705.910767,10.395703,0.094675,3.22427,0.014682
1.752667,707.493347,10.37695,0.089721,3.221358,0.013926
1.748755,709.075806,10.358364,0.084933,3.218468,0.013195
1.744861,710.658203,10.339944,0.080308,3.215602,0.012487
1.740985,712.24054,10.321689,0.075843,3.21276,0.011803
1.737126,713.822693,10.303601,0.071536,3.209942,0.011143
1.733284,715.404785,10.285678,0.067384,3.207146,0.010505
1.72946,716.986816,10.26792,0.063383,3.204375,0.00989
1.725653,718.568726,10.250328,0.059532,3.201627,0.009297
1.721862,720.150513,10.2329,0.055827,3.198902,0.008726
1.718089,721.7323,10.215635,0.052266,3.196201,0.008176
1.714332,723.313904,10.198535,0.048846,3.193524,0.007648
1.710592,724.895386,10.181599,0.045565,3.19087,0.00714
1.706868,726.476868,10.164825,0.04242,3.188239,0.006653
1.703161,728.058228,10.148214,0.039408,3.185632,0.006185
1.699469,729.639465,10.131766,0.036527,3.183049,0.005738
1.695795,731.220581,10.115481,0.033775,3.180489,0.00531
1.692136,732.801636,10.099358,0.031149,3.177952,0.004901
1.688493,734.382568,10.083396,0.028647,3.17544,0.004511
1.684866,735.96344,10.067595,0.026267,3.17295,0.004139
1.681255,737.544189,10.051955,0.024005,3.170484,0.003786
1.67766,739.124878,10.036476,0.02186,3.168042,0.00345
1.67408,740.705383,10.021158,0.01983,3.165623,0.003132
1.670516,742.285828,10.006001,0.017912,3.163228,0.002831
1.666966,743.866211,9.991002,0.016105,3.160856,0.002548
1.663433,745.446411,9.976165,0.014405,3.158508,0.00228
1.659914,747.02655,9.961487,0.012812,3.156183,0.00203
1.656411,748.606628,9.946969,0.011322,3.153882,0.001795
1.652922,750.186584,9.932611,0.009934,3.151605,0.001576
1.649449,751.766418,9.918411,0.008645,3.149351,0.001373
1.64599,753.34613,9.904372,0.007455,3.147121,0.001184
1.642546,754.925781,9.890493,0.00636,3.144916,0.001011
1.639116,756.50531,9.876774,0.005359,3.142734,0.000853
1.635701,758.084717,9.863215,0.00445,3.140576,0.000709
1.6323,759.664063,9.849818,0.003632,3.138442,0.000579
1.628914,761.243286,9.836582,0.002901,3.136333,0.000462
1.625542,762.822388,9.823509,0.002257,3.134248,0.00036
1.622184,764.401367,9.810599,0.001697,3.132188,0.000271
1.618841,765.980286,9.797854,0.00122,3.130152,0.000195
1.615511,767.559082,9.785276,0.000824,3.128143,0.000132
1.612195,769.137756,9.772868,0.000508,3.126159,0.000081
1.608893,770.71637,9.760633,0.000269,3.124201,0.000043
1.605604,772.2948,9.748576,0.000107,3.122271,0.000017
1.60233,773.873169,9.736706,0.000018,3.12037,0.000003
1.599069,775.451416,9.725045,0,3.1185,0
1.595821,777.029541,9.713606,0,3.116666,0
1.592587,778.607544,9.702353,0,3.11486,0
1.589366,780.185486,9.691268,0,3.11308,0
1.586158,781.763306,9.680343,0,3.111325,0
1.582963,783.341003,9.669567,0,3.109593,0
1.579782,784.918579,9.658937,0,3.107883,0
1.576613,786.496094,9.648444,0,3.106194,0
1.573457,788.073425,9.638085,0,3.104527,0
1.570315,789.650696,9.627856,0,3.102879,0
1.567184,791.227844,9.617753,0,3.10125,0
1.564067,792.80481,9.607772,0,3.099641,0
1.560962,794.381714,9.597908,0,3.098049,0
1.55787,795.958557,9.588161,0,3.096476,0
1.55479,797.535278,9.578526,0,3.094919,0
1.551723,799.111816,9.569,0,3.09338,0
1.548668,800.688293,9.559582,0,3.091857,0
1.545625,802.264587,9.550268,0,3.090351,0
1.542594,803.84082,9.541058,0,3.08886,0
1.539575,805.416931,9.531947,0,3.087385,0
1.536569,806.99292,9.522935,0,3.085925,0
1.533574,808.568726,9.514019,0,3.08448,0
1.530591,810.144531,9.505197,0,3.08305,0
1.52762,811.720154,9.496467,0,3.081634,0
1.524661,813.295654,9.487828,0,3.080232,0
1.521713,814.871033,9.479278,0,3.078844,0
1.518777,816.44635,9.470815,0,3.077469,0
1.515853,818.021484,9.462438,0,3.076108,0
1.51294,819.596497,9.454144,0,3.074759,0
1.510038,821.171509,9.445933,0,3.073424,0
1.507148,822.746216,9.437804,0,3.072101,0
1.504269,824.320923,9.429754,0,3.070791,0
1.501401,825.895508,9.421782,0,3.069492,0
1.498544,827.46991,9.413889,0,3.068206,0
1.495698,829.04425,9.406071,0,3.066932,0
1.492864,830.618347,9.398327,0,3.065669,0
1.49004,832.192505,9.390656,0,3.064418,0
1.487227,833.766418,9.383059,0,3.063178,0
1.484425,835.340149,9.375531,0,3.061949,0
1.481634,836.913879,9.368074,0,3.060731,0
1.478853,838.487427,9.360686,0,3.059524,0
1.476084,840.060852,9.353366,0,3.058327,0
1.473324,841.634155,9.346112,0,3.057141,0
1.470575,843.207336,9.338924,0,3.055965,0
1.467837,844.780396,9.331802,0,3.0548,0
1.465109,846.353333,9.324743,0,3.053644,0
1.462391,847.926147,9.317747,0,3.052498,0
1.459684,849.49884,9.310813,0,3.051363,0
1.456987,851.071411,9.30394,0,3.050236,0
1.4543,852.643738,9.297128,0,3.049119,0
1.451623,854.216003,9.290375,0,3.048012,0
1.448957,855.788208,9.28368,0,3.046913,0
1.4463,857.360229,9.277043,0,3.045824,0
1.443653,858.932129,9.270464,0,3.044744,0
1.441016,860.503906,9.263941,0,3.043672,0
1.438389,862.0755,9.257473,0,3.04261,0
1.435772,863.646973,9.25106,0,3.041556,0
1.433164,865.218384,9.244701,0,3.04051,0
1.430566,866.789673,9.238395,0,3.039473,0
1.427978,868.360718,9.232141,0,3.038444,0
1.425399,869.931763,9.225941,0,3.037423,0
1.42283,871.502563,9.21979,0,3.036411,0
1.42027,873.073242,9.213692,0,3.035406,0
1.41772,874.64386,9.207642,0,3.03441,0
1.415179,876.214233,9.201641,0,3.033421,0
1.412647,877.784546,9.19569,0,3.03244,0
1.410125,879.354675,9.189787,0,3.031466,0
1.407612,880.924683,9.18393,0,3.0305,0
1.405108,882.494629,9.178122,0,3.029541,0
1.402613,884.064331,9.172359,0,3.02859,0
1.400127,885.633972,9.166642,0,3.027646,0
1.39765,887.20343,9.160971,0,3.02671,0
1.395182,888.772766,9.155343,0,3.02578,0
1.392723,890.34198,9.14976,0,3.024857,0
1.390273,891.911011,9.14422,0,3.023941,0
1.387832,893.47998,9.138724,0,3.023032,0
1.385399,895.048706,9.13327,0,3.02213,0
1.382976,896.617371,9.127858,0,3.021235,0
1.380561,898.185913,9.122488,0,3.020346,0
1.378154,899.754272,9.117159,0,3.019463,0
1.375756,901.322449,9.111871,0,3.018588,0
1.373367,902.890503,9.106622,0,3.017718,0
1.370986,904.458496,9.101413,0,3.016855,0
