Energy (eV),"N, #1","C, #1","S, #1","N, #2","C, #2","S, #2","N, #3","C, #3","S, #3","N, #4","C, #4","S, #4","N, #5","C, #5","S, #5","N, #6","C, #6","S, #6","N, #7","C, #7","S, #7","N, #8","C, #8","S, #8","N, #9","C, #9","S, #9","N, #10","C, #10","S, #10","N, #11","C, #11","S, #11","N, #12","C, #12","S, #12","N, #13","C, #13","S, #13","N, #14","C, #14","S, #14","N, #15","C, #15","S, #15","N, #16","C, #16","S, #16","N, #17","C, #17","S, #17","N, #18","C, #18","S, #18","N, #19","C, #19","S, #19","N, #20","C, #20","S, #20","N, #21","C, #21","S, #21","N, #22","C, #22","S, #22","N, #23","C, #23","S, #23","N, #24","C, #24","S, #24","N, #25","C, #25","S, #25","N, #26","C, #26","S, #26","N, #27","C, #27","S, #27","N, #28","C, #28","S, #28","N, #29","C, #29","S, #29","N, #30","C, #30","S, #30","N, #31","C, #31","S, #31","N, #32","C, #32","S, #32","N, #33","C, #33","S, #33","N, #34","C, #34","S, #34","N, #35","C, #35","S, #35","N, #36","C, #36","S, #36","N, #37","C, #37","S, #37","N, #38","C, #38","S, #38","N, #39","C, #39","S, #39","N, #40","C, #40","S, #40","N, #41","C, #41","S, #41","N, #42","C, #42","S, #42","N, #43","C, #43","S, #43","N, #44","C, #44","S, #44","N, #45","C, #45","S, #45","N, #46","C, #46","S, #46","N, #47","C, #47","S, #47","N, #48","C, #48","S, #48","N, #49","C, #49","S, #49","N, #50","C, #50","S, #50","N, #51","C, #51","S, #51","N, #52","C, #52","S, #52","N, #53","C, #53","S, #53","N, #54","C, #54","S, #54","N, #55","C, #55","S, #55","N, #56","C, #56","S, #56","N, #57","C, #57","S, #57","N, #58","C, #58","S, #58","N, #59","C, #59","S, #59","N, #60","C, #60","S, #60","N, #61","C, #61","S, #61","N, #62","C, #62","S, #62","N, #63","C, #63","S, #63","N, #64","C, #64","S, #64","N, #65","C, #65","S, #65","N, #66","C, #66","S, #66","N, #67","C, #67","S, #67","N, #68","C, #68","S, #68","N, #69","C, #69","S, #69","N, #70","C, #70","S, #70","N, #71","C, #71","S, #71","N, #72","C, #72","S, #72","N, #73","C, #73","S, #73","N, #74","C, #74","S, #74","N, #75","C, #75","S, #75","N, #76","C, #76","S, #76","N, #77","C, #77","S, #77","N, #78","C, #78","S, #78","N, #79","C, #79","S, #79","N, #80","C, #80","S, #80","N, #81","C, #81","S, #81"
5.867289,0.328921,-0.430572,0.840487,0.329053,-0.431121,0.840154,0.329088,-0.429283,0.841081,0.329285,-0.430302,0.840483,0.329794,-0.429794,0.840543,0.329407,-0.431276,0.839936,0.329888,-0.429582,0.840615,0.329062,-0.429815,0.840819,0.329853,-0.429287,0.840779,0.32958,-0.429967,0.840539,0.329553,-0.431078,0.83998,0.330131,-0.430444,0.840078,0.330056,-0.431415,0.83961,0.329332,-0.430972,0.840121,0.329445,-0.430469,0.840335,0.329663,-0.429849,0.840567,0.330078,-0.429338,0.840665,0.329235,-0.429942,0.840687,0.330304,-0.429654,0.840415,0.32969,-0.430878,0.840029,0.328807,-0.430779,0.840425,0.329544,-0.431581,0.839725,0.32932,-0.431236,0.83999,0.329912,-0.430365,0.840205,0.329542,-0.429434,0.840826,0.328897,-0.428993,0.841304,0.329563,-0.42902,0.841029,0.329498,-0.430582,0.840256,0.329714,-0.430925,0.839995,0.329617,-0.431262,0.83986,0.329017,-0.431391,0.84003,0.32934,-0.431568,0.839812,0.328597,-0.4317,0.840035,0.329046,-0.430197,0.84063,0.329095,-0.429787,0.840821,0.330176,-0.424637,0.843011,0.329689,-0.427198,0.841907,0.329451,-0.429811,0.840669,0.329649,-0.431013,0.839976,0.328517,-0.429619,0.841133,0.329144,-0.43169,0.839826,0.32967,-0.432283,0.839315,0.329416,-0.431074,0.840036,0.329651,-0.431324,0.839815,0.33039,-0.429128,0.840649,0.329985,-0.42508,0.842862,0.329742,-0.430313,0.840298,0.32949,-0.430724,0.840187,0.329445,-0.431898,0.839601,0.329874,-0.432185,0.839285,0.329865,-0.431659,0.839559,0.32899,-0.432467,0.839487,0.329654,-0.430913,0.840025,0.329205,-0.430384,0.840472,0.329474,-0.427778,0.841697,0.328629,-0.424059,0.843906,0.329396,-0.428359,0.841431,0.329108,-0.430387,0.840509,0.329946,-0.431674,0.83952,0.329843,-0.432124,0.839328,0.330016,-0.43289,0.838865,0.329724,-0.4318,0.839542,0.33038,-0.430885,0.839754,0.329738,-0.429896,0.840513,0.329738,-0.43179,0.839541,0.33008,-0.432083,0.839257,0.329731,-0.432658,0.839097,0.329259,-0.431846,0.839701,0.3295,-0.430643,0.840224,0.329494,-0.431579,0.839746,0.328631,-0.431441,0.840155,0.328901,-0.428729,0.841437,0.328815,-0.426176,0.842766,0.329563,-0.4297,0.840682,0.329224,-0.428084,0.841638,0.329841,-0.431975,0.839406,0.32937,-0.43161,0.839779,0.329615,-0.431158,0.839915,0.329493,-0.431325,0.839877,0.330006,-0.431659,0.839504,0.329078,-0.430596,0.840414
5.82344,0.332332,-0.437695,0.835451,0.331362,-0.439057,0.835122,0.332419,-0.437159,0.835697,0.331446,-0.439196,0.835015,0.332256,-0.437155,0.835764,0.332152,-0.438886,0.834898,0.331955,-0.437381,0.835765,0.331923,-0.437472,0.83573,0.331579,-0.437783,0.835704,0.331662,-0.437936,0.835591,0.331932,-0.438803,0.835029,0.331612,-0.437994,0.83558,0.331943,-0.438643,0.835108,0.330902,-0.439048,0.835309,0.3313,-0.43783,0.83579,0.331475,-0.437387,0.835953,0.332204,-0.437112,0.835807,0.331822,-0.437058,0.835987,0.331553,-0.437982,0.83561,0.331449,-0.438042,0.83562,0.331849,-0.437603,0.835691,0.331897,-0.439121,0.834875,0.331095,-0.439398,0.835048,0.331873,-0.437944,0.835503,0.331772,-0.436862,0.836109,0.331661,-0.436939,0.836113,0.33117,-0.436682,0.836442,0.330688,-0.438196,0.835841,0.331153,-0.438755,0.835363,0.331304,-0.438713,0.835325,0.331911,-0.439216,0.83482,0.33177,-0.438525,0.835239,0.331758,-0.438351,0.835335,0.331716,-0.438281,0.835389,0.331733,-0.43765,0.835713,0.332376,-0.432519,0.838125,0.331671,-0.434197,0.837537,0.33115,-0.437551,0.835996,0.331271,-0.438725,0.835332,0.331227,-0.43716,0.83617,0.331591,-0.439443,0.834828,0.331861,-0.439423,0.834731,0.3315,-0.438623,0.835295,0.33145,-0.438233,0.835519,0.332242,-0.436671,0.836022,0.332025,-0.432883,0.838076,0.331877,-0.437626,0.835668,0.331631,-0.438562,0.835275,0.33095,-0.440374,0.834591,0.331665,-0.439298,0.834875,0.331538,-0.439777,0.834673,0.331065,-0.439897,0.834797,0.330822,-0.439212,0.835254,0.331469,-0.437481,0.835906,0.331111,-0.434892,0.837398,0.331053,-0.432166,0.838831,0.331913,-0.435898,0.836556,0.331794,-0.438642,0.835168,0.331466,-0.439058,0.83508,0.331493,-0.439777,0.834691,0.331789,-0.440614,0.834131,0.330718,-0.440038,0.834861,0.331424,-0.438509,0.835385,0.331948,-0.438794,0.835027,0.331355,-0.439695,0.834789,0.33184,-0.439515,0.834691,0.33213,-0.440277,0.834174,0.331106,-0.440992,0.834204,0.331081,-0.438754,0.835392,0.331902,-0.439301,0.834779,0.331479,-0.438733,0.835246,0.331696,-0.436119,0.836527,0.331824,-0.43416,0.837495,0.331813,-0.437556,0.83573,0.331523,-0.435603,0.836865,0.331556,-0.439856,0.834624,0.331531,-0.439662,0.834736,0.331784,-0.43943,0.834758,0.331906,-0.43802,0.83545,0.331884,-0.440256,0.834283,0.331272,-0.437825,0.835804
5.780241,0.334709,-0.445596,0.83031,0.334114,-0.445823,0.830428,0.333955,-0.444719,0.831083,0.333947,-0.445992,0.830404,0.334163,-0.444871,0.830918,0.333249,-0.446793,0.830254,0.333996,-0.445195,0.830812,0.334468,-0.445069,0.830689,0.334001,-0.4452,0.830807,0.333898,-0.445616,0.830625,0.334039,-0.446507,0.83009,0.334073,-0.445921,0.830391,0.333718,-0.446917,0.829998,0.333486,-0.44679,0.83016,0.33412,-0.445873,0.830398,0.333929,-0.445575,0.830635,0.333523,-0.444765,0.831232,0.333755,-0.445093,0.830963,0.334127,-0.444863,0.830937,0.333562,-0.446638,0.830212,0.334002,-0.445587,0.830599,0.333425,-0.446856,0.830149,0.333742,-0.447351,0.829755,0.333783,-0.446129,0.830396,0.333402,-0.44481,0.831257,0.334438,-0.444049,0.831247,0.334048,-0.444915,0.830941,0.332939,-0.446166,0.830715,0.333857,-0.446708,0.830055,0.333831,-0.446449,0.830205,0.333181,-0.446397,0.830494,0.33297,-0.446666,0.830434,0.333563,-0.446376,0.830352,0.334036,-0.445532,0.830615,0.333213,-0.445098,0.831178,0.334353,-0.441194,0.8328,0.333158,-0.442444,0.832616,0.333156,-0.445827,0.83081,0.333979,-0.446068,0.83035,0.333705,-0.444714,0.831186,0.333028,-0.446931,0.830268,0.333784,-0.44779,0.829501,0.333593,-0.446221,0.830423,0.333672,-0.446822,0.830068,0.334235,-0.444926,0.83086,0.333496,-0.441018,0.833237,0.333379,-0.445721,0.830777,0.334051,-0.446396,0.830144,0.333504,-0.447874,0.829569,0.333293,-0.447643,0.829778,0.334147,-0.447627,0.829443,0.334295,-0.447522,0.82944,0.333193,-0.446919,0.830208,0.332956,-0.44567,0.830974,0.333351,-0.442618,0.832446,0.333529,-0.440465,0.833516,0.334238,-0.443971,0.831369,0.333638,-0.446066,0.830488,0.333695,-0.446598,0.83018,0.333846,-0.447732,0.829508,0.333716,-0.447751,0.829549,0.333396,-0.447786,0.829659,0.333719,-0.446435,0.830257,0.333542,-0.446379,0.830359,0.333438,-0.447139,0.829991,0.333686,-0.447218,0.82985,0.333534,-0.447764,0.829616,0.333622,-0.447864,0.829526,0.33353,-0.4467,0.830191,0.333979,-0.447448,0.829608,0.333364,-0.446521,0.830353,0.333521,-0.444197,0.831537,0.333709,-0.442176,0.832537,0.333495,-0.445211,0.831004,0.332914,-0.443704,0.832043,0.334125,-0.446796,0.8299,0.334025,-0.446992,0.829835,0.334016,-0.447706,0.829453,0.333945,-0.446616,0.830069,0.333997,-0.447061,0.829809,0.333739,-0.445479,0.830763
5.737676,0.336397,-0.453651,0.82525,0.335806,-0.454111,0.825238,0.336415,-0.453772,0.825176,0.336271,-0.453206,0.825546,0.336721,-0.452659,0.825662,0.335902,-0.454591,0.824935,0.335999,-0.452675,0.825948,0.336255,-0.45331,0.825496,0.335929,-0.453494,0.825527,0.336024,-0.453348,0.825568,0.335953,-0.45414,0.825162,0.336062,-0.453714,0.825352,0.335697,-0.453656,0.825532,0.336193,-0.454341,0.824953,0.335978,-0.453825,0.825325,0.335925,-0.453635,0.825451,0.336259,-0.45276,0.825796,0.335892,-0.452466,0.826106,0.336159,-0.45278,0.825826,0.336419,-0.453799,0.82516,0.335874,-0.453811,0.825375,0.336309,-0.454494,0.824822,0.336366,-0.454199,0.824961,0.336349,-0.453504,0.825351,0.336345,-0.45307,0.82559,0.335747,-0.452055,0.82639,0.336255,-0.452313,0.826042,0.335008,-0.454164,0.825533,0.336412,-0.453779,0.825174,0.336212,-0.454636,0.824784,0.335954,-0.454385,0.825027,0.335248,-0.454309,0.825356,0.336132,-0.454111,0.825105,0.336327,-0.453748,0.825225,0.336162,-0.452832,0.825795,0.336605,-0.447514,0.82851,0.336403,-0.450901,0.826754,0.335633,-0.453043,0.825895,0.336273,-0.454208,0.824994,0.336082,-0.452774,0.82586,0.336095,-0.45434,0.824994,0.336467,-0.454555,0.824724,0.336927,-0.45369,0.825013,0.336484,-0.454195,0.824915,0.336282,-0.452409,0.825979,0.336441,-0.448563,0.828009,0.336749,-0.453412,0.825238,0.336467,-0.454277,0.824877,0.33646,-0.455425,0.824247,0.336509,-0.454792,0.824576,0.336161,-0.45502,0.824592,0.33609,-0.454762,0.824764,0.336061,-0.454916,0.824691,0.335858,-0.452749,0.825965,0.336052,-0.450779,0.826963,0.335725,-0.448955,0.828087,0.336495,-0.451301,0.826498,0.335869,-0.454005,0.82527,0.336152,-0.454891,0.824667,0.336029,-0.455646,0.824301,0.335982,-0.455453,0.824426,0.336827,-0.45553,0.824039,0.335301,-0.453661,0.825691,0.336345,-0.454137,0.825004,0.3364,-0.45439,0.824843,0.336392,-0.455114,0.824446,0.336232,-0.455841,0.82411,0.335686,-0.45582,0.824344,0.336004,-0.454097,0.825165,0.336296,-0.455175,0.824452,0.335947,-0.454407,0.825017,0.335383,-0.452248,0.826432,0.336037,-0.450131,0.827322,0.335441,-0.453033,0.825978,0.335669,-0.451074,0.826957,0.336032,-0.455219,0.824535,0.3367,-0.455116,0.824319,0.33647,-0.45463,0.824681,0.336294,-0.454015,0.825092,0.335489,-0.455164,0.824787,0.335852,-0.453441,0.825587
5.695733,0.338693,-0.461141,0.820144,0.338118,-0.462261,0.81975,0.338856,-0.460017,0.820708,0.338209,-0.461391,0.820203,0.339669,-0.46074,0.819965,0.338814,-0.462107,0.81955,0.338964,-0.461116,0.820046,0.339029,-0.460763,0.820217,0.338375,-0.460695,0.820525,0.338496,-0.461821,0.819843,0.338347,-0.461977,0.819816,0.339131,-0.460385,0.820388,0.338812,-0.462018,0.819601,0.33876,-0.462678,0.819251,0.338509,-0.460766,0.820431,0.339271,-0.461199,0.819873,0.338584,-0.460427,0.82059,0.338582,-0.461065,0.820233,0.338308,-0.460672,0.820567,0.337931,-0.461636,0.82018,0.338484,-0.461484,0.820037,0.338232,-0.462209,0.819733,0.338598,-0.462449,0.819447,0.338664,-0.461678,0.819854,0.339002,-0.461554,0.819784,0.338651,-0.459278,0.821206,0.339177,-0.459889,0.820647,0.338174,-0.461722,0.820031,0.338318,-0.462541,0.81951,0.33841,-0.462361,0.819573,0.338803,-0.461822,0.819715,0.338768,-0.462035,0.81961,0.338631,-0.462188,0.81958,0.338332,-0.46115,0.820288,0.338218,-0.460441,0.820733,0.338682,-0.455932,0.823056,0.338924,-0.458655,0.821441,0.33824,-0.460906,0.820463,0.338703,-0.461844,0.819744,0.338223,-0.46054,0.820675,0.33806,-0.463117,0.819291,0.338538,-0.462551,0.819413,0.338823,-0.461996,0.819609,0.338661,-0.462048,0.819646,0.338523,-0.460058,0.820822,0.33857,-0.456712,0.822669,0.338761,-0.461072,0.820155,0.338979,-0.461748,0.819684,0.338076,-0.463537,0.819047,0.338858,-0.462722,0.819185,0.338459,-0.462909,0.819244,0.338128,-0.463117,0.819263,0.338395,-0.462439,0.819536,0.338646,-0.460733,0.820393,0.337837,-0.459647,0.821335,0.337861,-0.45645,0.823106,0.338085,-0.459474,0.821329,0.338394,-0.462055,0.819753,0.338036,-0.462056,0.8199,0.338258,-0.463095,0.819222,0.338088,-0.463551,0.819034,0.33955,-0.462275,0.81915,0.338778,-0.46161,0.819845,0.338838,-0.461287,0.820002,0.338493,-0.46299,0.819184,0.338667,-0.463176,0.819008,0.338667,-0.463579,0.818779,0.338408,-0.462768,0.819345,0.338174,-0.461908,0.819927,0.338691,-0.462688,0.819273,0.338781,-0.461911,0.819674,0.33825,-0.459273,0.821374,0.337915,-0.457089,0.822729,0.338425,-0.461431,0.820091,0.338015,-0.458765,0.821755,0.338071,-0.462824,0.819452,0.33917,-0.462044,0.819438,0.338277,-0.46239,0.819612,0.338424,-0.461921,0.819816,0.339003,-0.462607,0.81919,0.338599,-0.461181,0.82016
5.654397,0.341603,-0.468868,0.814537,0.341607,-0.469947,0.813913,0.341134,-0.468383,0.815012,0.340794,-0.469531,0.814494,0.340933,-0.468697,0.814916,0.341563,-0.470144,0.813818,0.341626,-0.468514,0.814731,0.341473,-0.469087,0.814465,0.34158,-0.468702,0.814642,0.340873,-0.468753,0.814909,0.341201,-0.469942,0.814086,0.341174,-0.469258,0.814492,0.341399,-0.470183,0.813864,0.341161,-0.469726,0.814228,0.341423,-0.469376,0.81432,0.341568,-0.468916,0.814524,0.340903,-0.468406,0.815096,0.340801,-0.468413,0.815135,0.341594,-0.468235,0.814905,0.340903,-0.469737,0.814329,0.341035,-0.468702,0.81487,0.341692,-0.469166,0.814328,0.341117,-0.469852,0.814173,0.341385,-0.46895,0.814581,0.340972,-0.468619,0.814944,0.341684,-0.466636,0.815783,0.341095,-0.468378,0.815031,0.340815,-0.46973,0.81437,0.340617,-0.469671,0.814487,0.340683,-0.470361,0.814061,0.340787,-0.469596,0.814459,0.341273,-0.4704,0.813792,0.341231,-0.469989,0.814047,0.341021,-0.469323,0.814519,0.341111,-0.469041,0.814643,0.340883,-0.464456,0.817361,0.341365,-0.466287,0.816117,0.340921,-0.468744,0.814894,0.34104,-0.469825,0.814221,0.340821,-0.469189,0.81468,0.340876,-0.470319,0.814005,0.34108,-0.470578,0.81377,0.341337,-0.4699,0.814053,0.341772,-0.469851,0.813899,0.341012,-0.468195,0.815171,0.341558,-0.464307,0.817164,0.340963,-0.469043,0.814704,0.341413,-0.469262,0.814389,0.340493,-0.471371,0.813556,0.341015,-0.470566,0.813804,0.341357,-0.470705,0.81358,0.341617,-0.470347,0.813678,0.340946,-0.46963,0.814373,0.341105,-0.469083,0.814622,0.340803,-0.466374,0.816302,0.341248,-0.463347,0.817838,0.341215,-0.46719,0.815663,0.340449,-0.469302,0.81477,0.341218,-0.470285,0.813881,0.340773,-0.471016,0.813645,0.341055,-0.471424,0.81329,0.341176,-0.470484,0.813784,0.340502,-0.469623,0.814563,0.341366,-0.469691,0.814162,0.341041,-0.470247,0.813977,0.341304,-0.470846,0.81352,0.341815,-0.470737,0.813369,0.3408,-0.471189,0.813533,0.340777,-0.469678,0.814416,0.341141,-0.469937,0.814114,0.341568,-0.469418,0.814235,0.34051,-0.467456,0.815805,0.340786,-0.465026,0.817077,0.34146,-0.468693,0.814698,0.340162,-0.467002,0.81621,0.341686,-0.470368,0.813637,0.341565,-0.469709,0.814068,0.341382,-0.470519,0.813677,0.341652,-0.469531,0.814134,0.341384,-0.470865,0.813476,0.340421,-0.469036,0.814935
5.613657,0.34395,-0.476309,0.809215,0.343321,-0.477246,0.808929,0.343763,-0.476298,0.8093,0.343457,-0.476667,0.809213,0.343546,-0.475819,0.809674,0.344186,-0.476715,0.808875,0.343737,-0.475975,0.809502,0.344263,-0.475877,0.809336,0.343425,-0.476247,0.809474,0.343088,-0.476393,0.809531,0.343818,-0.4774,0.808627,0.343977,-0.475611,0.809614,0.343851,-0.477284,0.808682,0.342482,-0.477427,0.809178,0.343261,-0.476822,0.809205,0.343677,-0.475668,0.809707,0.343881,-0.475269,0.809855,0.342885,-0.476621,0.809483,0.343371,-0.475794,0.809763,0.343289,-0.476667,0.809284,0.343845,-0.47646,0.809171,0.343541,-0.477468,0.808705,0.34338,-0.477752,0.808606,0.342904,-0.476731,0.80941,0.343444,-0.475212,0.810074,0.343883,-0.474899,0.810071,0.343238,-0.475211,0.810162,0.342846,-0.477467,0.809,0.343703,-0.476535,0.809186,0.343335,-0.476974,0.809084,0.34363,-0.476522,0.809225,0.34317,-0.477709,0.808721,0.343267,-0.477019,0.809086,0.343156,-0.476727,0.809306,0.343104,-0.476057,0.809722,0.343065,-0.471407,0.812454,0.343889,-0.473633,0.81081,0.343561,-0.476139,0.80948,0.343555,-0.476256,0.809414,0.34335,-0.475882,0.80972,0.343597,-0.47721,0.808834,0.343741,-0.477824,0.80841,0.343848,-0.477172,0.808749,0.343329,-0.477159,0.808978,0.342277,-0.476411,0.809864,0.3437,-0.471684,0.812025,0.343478,-0.476495,0.809305,0.343373,-0.476911,0.809105,0.343114,-0.478295,0.808397,0.343155,-0.477762,0.808695,0.342925,-0.477832,0.808752,0.343536,-0.477848,0.808483,0.343227,-0.477096,0.809058,0.343069,-0.476617,0.809407,0.343049,-0.473756,0.811094,0.343076,-0.471068,0.812646,0.343543,-0.475085,0.810106,0.342984,-0.476057,0.809772,0.34309,-0.477641,0.808795,0.343461,-0.478367,0.808208,0.343482,-0.478344,0.808212,0.343253,-0.478644,0.808132,0.342946,-0.476733,0.80939,0.343535,-0.476325,0.809381,0.344128,-0.477227,0.808598,0.34271,-0.478497,0.808449,0.343414,-0.478292,0.808272,0.343425,-0.478069,0.808399,0.34275,-0.476761,0.809457,0.343636,-0.477558,0.808611,0.343337,-0.476678,0.809257,0.343847,-0.474565,0.810282,0.34276,-0.472863,0.811736,0.343364,-0.476141,0.809562,0.342312,-0.474774,0.81081,0.343561,-0.4772,0.808855,0.343048,-0.477869,0.808678,0.343911,-0.47657,0.809078,0.343602,-0.477082,0.808907,0.343095,-0.478522,0.808271,0.343501,-0.47622,0.809458
5.573499,0.345895,-0.483955,0.803831,0.345642,-0.484716,0.803481,0.345976,-0.483389,0.804137,0.346452,-0.484293,0.803387,0.346489,-0.48285,0.80424,0.346229,-0.484249,0.80351,0.346382,-0.483276,0.804029,0.345649,-0.483509,0.804205,0.346253,-0.483037,0.804229,0.345906,-0.483166,0.804301,0.345654,-0.484736,0.803464,0.346382,-0.483037,0.804174,0.345421,-0.484858,0.803491,0.34545,-0.484822,0.8035,0.345422,-0.483589,0.804254,0.345828,-0.483548,0.804105,0.345549,-0.483415,0.804305,0.346235,-0.483173,0.804155,0.345769,-0.483171,0.804357,0.346291,-0.483841,0.803729,0.346175,-0.483387,0.804052,0.345812,-0.484629,0.803461,0.346063,-0.484692,0.803315,0.3458,-0.48327,0.804284,0.346286,-0.483063,0.804199,0.345535,-0.482483,0.80487,0.345948,-0.482469,0.804701,0.345833,-0.483579,0.804084,0.34635,-0.483572,0.803865,0.345316,-0.484489,0.803758,0.346081,-0.48455,0.803392,0.345547,-0.485677,0.802942,0.345468,-0.484207,0.803863,0.345192,-0.483782,0.804237,0.345192,-0.483107,0.804642,0.346359,-0.478341,0.806985,0.345533,-0.481142,0.805673,0.345625,-0.482991,0.804527,0.345459,-0.484227,0.803855,0.345088,-0.482851,0.804841,0.345672,-0.484345,0.803692,0.345533,-0.48523,0.803218,0.345761,-0.48426,0.803705,0.345716,-0.484164,0.803782,0.346106,-0.48303,0.804296,0.346285,-0.479008,0.806621,0.346235,-0.483269,0.804097,0.345667,-0.484425,0.803646,0.345519,-0.485101,0.803302,0.345633,-0.484299,0.803736,0.345459,-0.485247,0.80324,0.345818,-0.484933,0.803274,0.345164,-0.484292,0.803943,0.346153,-0.483331,0.804095,0.3449,-0.481701,0.80561,0.345686,-0.478465,0.8072,0.346083,-0.481591,0.805169,0.34514,-0.483962,0.804151,0.345867,-0.484626,0.803438,0.345992,-0.485288,0.802985,0.346035,-0.48564,0.802754,0.345929,-0.485269,0.803024,0.345495,-0.483981,0.803987,0.346111,-0.484211,0.803584,0.345919,-0.484824,0.803297,0.345658,-0.485589,0.802947,0.345643,-0.485907,0.802761,0.345484,-0.485695,0.802958,0.34553,-0.484055,0.803928,0.345571,-0.485125,0.803265,0.345754,-0.484446,0.803596,0.344977,-0.481856,0.805484,0.345264,-0.479972,0.806486,0.345693,-0.483085,0.804441,0.344606,-0.48191,0.805611,0.345798,-0.484815,0.803354,0.345358,-0.484688,0.80362,0.345952,-0.484589,0.803424,0.345925,-0.4845,0.803489,0.345495,-0.48512,0.8033,0.34554,-0.483687,0.804145
5.533911,0.347757,-0.491286,0.798563,0.347603,-0.490985,0.798815,0.348485,-0.490404,0.798788,0.347571,-0.491032,0.7988,0.348321,-0.490308,0.798918,0.347767,-0.491471,0.798445,0.348209,-0.490343,0.798945,0.348932,-0.489985,0.79885,0.347722,-0.490609,0.798995,0.348065,-0.490367,0.798994,0.347807,-0.492281,0.797928,0.348848,-0.48995,0.798908,0.347992,-0.492093,0.797964,0.348358,-0.49138,0.798244,0.347928,-0.490688,0.798857,0.348035,-0.490679,0.798815,0.347869,-0.490354,0.799087,0.347953,-0.490416,0.799013,0.348365,-0.490089,0.799034,0.347706,-0.491139,0.798676,0.348345,-0.490867,0.798565,0.347858,-0.491601,0.798325,0.348146,-0.491719,0.798127,0.347831,-0.491327,0.798506,0.34871,-0.489962,0.798961,0.348001,-0.48915,0.799767,0.348472,-0.488847,0.799747,0.34749,-0.491167,0.798753,0.348256,-0.491114,0.798451,0.347714,-0.491745,0.798299,0.34813,-0.491463,0.798292,0.347977,-0.491361,0.798421,0.348362,-0.491271,0.798309,0.34857,-0.490855,0.798474,0.3481,-0.489799,0.799327,0.348203,-0.485345,0.801994,0.348038,-0.488198,0.800333,0.347964,-0.490458,0.798982,0.347882,-0.491291,0.798506,0.347723,-0.489808,0.799485,0.347768,-0.492007,0.798114,0.348456,-0.491788,0.797949,0.348172,-0.491393,0.798317,0.347849,-0.491496,0.798394,0.347942,-0.49005,0.799242,0.347979,-0.485989,0.801702,0.348156,-0.49067,0.798768,0.348053,-0.491262,0.798449,0.34718,-0.492765,0.797903,0.347462,-0.491839,0.798352,0.348115,-0.492114,0.797897,0.34758,-0.492465,0.797913,0.347768,-0.491167,0.798632,0.347975,-0.490346,0.799046,0.347018,-0.488608,0.800525,0.347495,-0.485603,0.802145,0.347277,-0.4897,0.799746,0.347432,-0.491626,0.798495,0.347565,-0.491618,0.798442,0.347616,-0.492632,0.797795,0.348083,-0.492617,0.7976,0.34784,-0.492149,0.797995,0.348458,-0.490635,0.798658,0.348017,-0.490633,0.798851,0.347962,-0.492048,0.798005,0.347657,-0.492844,0.797647,0.348115,-0.492529,0.797641,0.34776,-0.492503,0.797812,0.347483,-0.491182,0.798746,0.347673,-0.492087,0.798106,0.347668,-0.491331,0.798575,0.34737,-0.489092,0.800077,0.347462,-0.487172,0.801208,0.347164,-0.490652,0.799211,0.347212,-0.488857,0.800289,0.347914,-0.491736,0.798218,0.34822,-0.49184,0.79802,0.348445,-0.491157,0.798343,0.348251,-0.491261,0.798363,0.347798,-0.491342,0.798511,0.348409,-0.490154,0.798975
